"gene","SE_Intercept","SE_condition_treated_vs_control"
"gene_1207",0.0938719438408979,0.132072837280716
"gene_1208",0.052980963842009,0.0749361521415323
"gene_1209",0.0729282944795699,0.103035983546568
"gene_1210",0.0977757403913006,0.138710741197316
"gene_1211",0.0599746922850241,0.0848066401216958
"gene_1212",0.0621657819564179,0.0878398138664454
"gene_1213",0.0611128018531649,0.0864296430412678
"gene_1214",0.3274867262891,0.463312679864727
"gene_1215",0.165201897061768,0.237992217824448
"gene_1216",0.077048505395727,0.109190649825616
"gene_1217",0.078057919910324,0.110224986962005
"gene_1218",0.163396532858014,0.231005802608654
"gene_1219",0.0631533532653948,0.0892799112921529
"gene_1220",0.0704180495173986,0.0994009496075418
"gene_1221",0.0843793139187778,0.118618887338446
"gene_1222",0.0624937402101642,0.0883395943495499
"gene_1223",0.0649912252870097,0.0917232062540173
"gene_1224",0.0659602577732993,0.0932391108754099
"gene_1225",0.209470409751209,0.293909756415209
"gene_1226",0.286611609505469,0.392267314957992
"gene_1227",0.101472641413459,0.143711755457871
"gene_1228",0.0831481707430968,0.117588290289003
"gene_1229",0.0567752683421573,0.0802038826500808
"gene_1230",0.0678669581840163,0.095793379238119
"gene_1231",0.0663449713957464,0.0941381691577173
"gene_1232",0.063697305196045,0.0895397080991681
"gene_1233",0.0638000049465847,0.0902197413618277
"gene_1234",0.0753186936462858,0.106565588474519
"gene_1235",0.0735012283705139,0.103861718095921
"gene_1236",0.100267531243346,0.137870539151933
"gene_1237",0.0632408631027097,0.0894329133239096
"gene_1238",0.114387919996256,0.160911983449596
"gene_1239",0.0752311215575408,0.106090974591715
"gene_1240",0.0577464610195624,0.081656996435421
"gene_1241",0.0617202769158956,0.0871708800078505
"gene_1242",0.0582864229922628,0.0823943753252932
"gene_1243",0.0748770353794068,0.10625687407529
"gene_1244",0.109656764300598,0.155957659330824
"gene_1245",0.0697451156025109,0.098562354332577
"gene_1246",0.0760081351686755,0.109677234509542
"gene_1247",0.120205959610299,0.168712179278188
"gene_1248",0.0755563822429418,0.10637658603736
"gene_1249",0.0645084466758323,0.0911899459967396
"gene_1250",0.0699466026390036,0.0989493123069621
"gene_1251",0.0687416485545434,0.0970662643370264
"gene_1252",0.0592401808331716,0.0838278261228902
"gene_1253",0.179707648569211,0.256874394834036
"gene_1254",0.0615385456341771,0.0867549436248786
"gene_1255",0.0771566087982261,0.109019220696332
"gene_1256",0.322307791564894,0.447765052867194
"gene_1257",0.0734895806700862,0.103295833479561
"gene_1258",0.12514562291992,0.177387112832851
"gene_1259",0.0645867099764357,0.0913431122002831
"gene_1260",0.0884878112629248,0.124904942900831
"gene_1261",0.0791347635485975,0.11173822732017
"gene_1262",0.0684715725532899,0.0968680621894147
"gene_1263",0.098231640025467,0.138105397623479
"gene_1264",0.05590601486005,0.0790623588395307
"gene_1265",0.119881056491788,0.169721020135488
"gene_1266",0.28126994477663,0.39683391908467
"gene_1267",0.0642337791674243,0.0908720127057767
"gene_1268",0.246916825503849,0.352785388844059
"gene_1269",0.133558023241232,0.187722467675314
"gene_1270",0.0602755613033598,0.0852280496542139
"gene_1271",0.107481629167205,0.151106842350774
"gene_1272",0.0638120411423495,0.0902416191786472
"gene_1273",0.0590877104420041,0.0834754565494232
"gene_1274",0.0825959125805537,0.116239083717875
"gene_1275",0.0554649540329663,0.0784563762784393
"gene_1276",0.0945826405750864,0.133956938711721
"gene_1277",0.0737435613570166,0.104510253684896
"gene_1278",0.1823174642838,0.255223942681961
"gene_1279",0.055426207068109,0.0783802298711284
"gene_1280",0.104567355119458,0.14817476171583
"gene_1281",0.0894540411930254,0.126742916520639
"gene_1282",0.065390754638225,0.0922252373772329
"gene_1283",0.0614692241790973,0.0869688717858256
"gene_1284",0.223320109939519,0.310947292110254
"gene_1285",0.0831151150315851,0.117460551129618
"gene_1286",0.144630755504307,0.203153701234282
"gene_1287",0.0725710393534273,0.102600526206296
"gene_1288",0.0578163113096383,0.0818035968179281
"gene_1289",0.102821633541402,0.146342891612113
"gene_1290",0.268146517221412,0.38384709438784
"gene_1291",0.0592262229606562,0.0837128190744598
"gene_1292",0.0624698331246472,0.0895245707301677
"gene_1293",0.0746621735357537,0.105312592584674
"gene_1294",0.100968015695556,0.143465418432801
"gene_1295",0.170252514132091,0.238695169718993
"gene_1296",0.0760561804884476,0.107548174087361
"gene_1297",0.148384035488412,0.209508360095592
"gene_1298",0.0983078002938195,0.139238418138771
"gene_1299",0.0600305979041539,0.0848968255106153
"gene_1300",0.072487215664643,0.102617468510822
"gene_1301",0.0848270618158681,0.120146706820413
"gene_1302",0.166048004466893,0.234265409709254
"gene_1303",0.225028221635274,0.323797187392223
"gene_1304",0.0596852616210096,0.0843981557151676
"gene_1305",0.220349987085421,0.313668621575579
"gene_1306",0.262962786179168,0.374378557340434
"gene_1307",0.164998492988103,0.232850407934207
"gene_1308",0.0663436042351855,0.0937205838477942
"gene_1309",0.0908542548231572,0.128495775498716
"gene_1310",0.0568234561031942,0.0803086827258413
"gene_1311",0.0605958004227151,0.0857411372402828
"gene_1312",0.0711578914385976,0.100276531169884
"gene_1313",0.087819682692846,0.123764341731092
"gene_1314",0.0579805197165411,0.0819229502388022
"gene_1315",0.0594886605342979,0.084095338526643
"gene_1316",0.111828049259599,0.15814577618062
"gene_1317",0.0640230926338353,0.0905658011151233
"gene_1318",0.0666109687015017,0.0940800115612404
"gene_1319",0.0984047712595782,0.139480723941156
"gene_1320",0.0868437268701549,0.122875503782008
"gene_1321",0.234994760293455,0.331110676496488
"gene_1322",0.0659893639795931,0.0933453312834744
"gene_1323",0.183806051000459,0.249558114606185
"gene_1324",0.28002976853984,0.393276180395421
"gene_1325",0.112935694392656,0.159823248266905
"gene_1326",0.0628769202588964,0.0888507411185095
"gene_1327",0.0948324646793332,0.142499367001849
"gene_1328",0.0692346451914137,0.0974156906933937
"gene_1329",0.166993094303504,0.235177002324873
"gene_1330",0.098829370433229,0.13958221155035
"gene_1331",0.183176808892141,0.263052770463415
"gene_1332",0.136867799538832,0.19452636823023
"gene_1333",0.0759773044761161,0.107528788477921
"gene_1334",0.0484553051009058,0.0684972253875694
"gene_1335",0.0799632016035368,0.113294468339463
"gene_1336",0.0758799629343742,0.107255602557401
"gene_1337",0.0785782902137,0.111018998877369
"gene_1338",0.222207175422561,0.31335719283717
"gene_1339",0.085402275476587,0.122819154043458
"gene_1340",0.115039372881274,0.16204324639338
"gene_1341",0.0584242265137196,0.0825820402507168
"gene_1342",0.323048732263798,0.447452615512294
"gene_1343",0.291099866455116,0.410530215090576
"gene_1344",0.065155367264211,0.0921447277012463
"gene_1345",0.06528993196326,0.0924822138584752
"gene_1346",0.116343923784901,0.164008884728909
"gene_1347",0.0633439846329999,0.0896026237041328
"gene_1348",0.11254592338715,0.158186226322664
"gene_1349",0.160299152632465,0.224472965798305
"gene_1350",0.0587610246578532,0.0829661435815281
"gene_1351",0.160588439273,0.228424632238922
"gene_1352",0.070929910664902,0.100274833295049
"gene_1353",0.142777346371659,0.202146622385254
"gene_1354",0.105466570970848,0.149058816759064
"gene_1355",0.0750176484146,0.106032720998705
"gene_1356",0.0784008592886748,0.110678256515204
"gene_1357",0.0877898760689524,0.125124284455771
"gene_1358",0.136237307726194,0.192244013881254
"gene_1359",0.0909824868409899,0.12722117677408
"gene_1360",0.0841606523708854,0.119322099433612
"gene_1361",0.0522983255051009,0.0739248126851272
"gene_1362",0.0717273703819403,0.101342010779603
"gene_1363",0.0658765079150776,0.0931551477466834
"gene_1364",0.0712767043822663,0.100179394173585
"gene_1365",0.100709731704831,0.143529991380242
"gene_1366",0.10377138819709,0.146491544230964
"gene_1367",0.0990297024604385,0.139562806039643
"gene_1368",0.0644380648317811,0.0911035013422432
"gene_1369",0.0625922516287323,0.0880399066128266
"gene_1370",0.115150539754668,0.163229080080868
"gene_1371",0.0611317674956102,0.0864748116591129
"gene_1372",0.0591703010952526,0.0836639751583894
"gene_1373",0.0614385743453953,0.0869118919788852
"gene_1374",0.0620089668519811,0.0876833848398838
"gene_1375",0.121063890622608,0.17060833569912
"gene_1376",0.162003465175716,0.252348513942109
"gene_1377",0.0589252011748939,0.0833286828224902
"gene_1378",0.0725694302396575,0.10271448762428
"gene_1379",0.285899063403843,0.408237626527694
"gene_1380",0.0702785056274367,0.099414294437631
"gene_1381",0.0571892832893988,0.0809927246629283
"gene_1382",0.0580983794454237,0.0816550880269431
"gene_1383",0.0596679795528606,0.0844481205194843
"gene_1384",0.0603175061065897,0.0853387230657276
"gene_1385",0.0554958294512732,0.0784845996251027
"gene_1386",0.113306205208973,0.159927686244659
"gene_1387",0.0636570308094267,0.0900041136101656
"gene_1388",0.133617148369338,0.188253043302319
"gene_1389",0.0566452648772226,0.080079719110651
"gene_1390",0.0683701641019591,0.0967856577023848
"gene_1391",0.108280813892914,0.154883025372829
"gene_1392",0.0617179717844463,0.0872930098708097
"gene_1393",0.0643867774558403,0.0911653029520189
"gene_1394",0.0732830369518308,0.103630897522316
"gene_1395",0.060394471651044,0.0856160364541184
"gene_1396",0.0618010747676213,0.0874058020400838
"gene_1397",0.248616394147172,0.346121383051601
"gene_1398",0.0773821233203029,0.109987059908276
"gene_1399",0.203581883787857,0.28455689864826
"gene_1400",0.0742056944505109,0.104787873090637
"gene_1401",0.35315027764273,0.492933657987888
"gene_1402",0.067241716254462,0.0952671115373725
"gene_1403",0.0873781517857543,0.122755669549134
"gene_1404",0.114046885458158,0.160910174825955
"gene_1405",0.208264375688224,0.298746598257051
"gene_1406",0.306562284897485,0.437839756320452
"gene_1407",0.0610603942121395,0.086364507314388
"gene_1408",0.0858715702535145,0.121321523970484
"gene_1409",0.0708297802594323,0.0998369652999282
"gene_1410",0.134156347073679,0.190263891017797
"gene_1411",0.077223421950571,0.109261725746171
"gene_1412",0.0599532042693133,0.0846951234301806
"gene_1413",0.119277795100078,0.169287707739603
"gene_1414",0.0644167468677719,0.0911849187722329
"gene_1415",0.0807387281941164,0.114144986349952
"gene_1416",0.0585513631142408,0.0828240610775767
"gene_1417",0.0616306580158432,0.0871635331222992
"gene_1418",0.0631014390872568,0.0892466991315373
"gene_1419",0.188438396395516,0.269458333909187
"gene_1420",0.322662893334471,0.458544979659506
"gene_1421",0.313724454501369,0.440255973103286
"gene_1422",0.190526777877823,0.26573305475615
"gene_1423",0.270932507206112,0.379564268926953
"gene_1424",0.052442299412425,0.0741537991640652
"gene_1425",0.0675485053417938,0.0958542704145681
"gene_1426",0.0681694127860131,0.0964816971984932
"gene_1427",0.0500742713258976,0.07080932732754
"gene_1428",0.112229019523904,0.158127410298847
"gene_1429",0.136175364612782,0.191753028714663
"gene_1430",0.0541906573607268,0.0766298927131855
"gene_1431",0.132403325865833,0.187612897093778
"gene_1432",0.082630927843564,0.116436849053912
"gene_1433",0.120502041739442,0.169465047021954
"gene_1434",0.0865360653367802,0.121981860249077
"gene_1435",0.0985780345392569,0.138685238260939
"gene_1436",0.14126681503857,0.19887807645397
"gene_1437",0.0891245922136258,0.12516064446607
"gene_1438",0.0836484591377118,0.118224740380013
"gene_1439",0.147091655508424,0.20809472855731
"gene_1440",0.0921233976405718,0.130823743690074
"gene_1441",0.0619919225304303,0.0876611572555824
"gene_1442",0.274875002046053,0.390942110597474
"gene_1443",0.107921263126929,0.151078518013021
"gene_1444",0.20092869278727,0.285978334779156
"gene_1445",0.130150914458162,0.182950818883299
"gene_1446",0.0937353972939358,0.131944878516186
"gene_1447",0.2465191105733,0.365641488416944
"gene_1448",0.0659292740286595,0.0929476565371721
"gene_1449",0.120716420719565,0.1710475332792
"gene_1450",0.246372712192595,0.344616050374577
"gene_1451",0.202190932265956,0.281936511914196
"gene_1452",0.144952924248581,0.204299411935464
"gene_1453",0.0990426460152561,0.139363027817514
"gene_1454",0.0664736711847781,0.0940230815894519
"gene_1455",0.0627310674595076,0.0886169972812884
"gene_1456",0.148995809317577,0.213463515607522
"gene_1457",0.160990012646839,0.228806797151607
"gene_1458",0.109055630840298,0.154831643762281
"gene_1459",0.287684907407911,0.409744704692205
"gene_1460",0.106954265608043,0.147600361688841
"gene_1461",0.0628870409400898,0.0889490161615663
"gene_1462",0.0721581687520729,0.102255472577641
"gene_1463",0.0771396061891187,0.108896769952603
"gene_1464",0.0733088420673927,0.103623586499736
"gene_1465",0.0554988884606282,0.0784730368160684
"gene_1466",0.136284016478476,0.193907434497969
"gene_1467",0.145920002042357,0.206594099893185
"gene_1468",0.0793199445959113,0.11241542256098
"gene_1469",0.0841036826387641,0.118856031321926
"gene_1470",0.0857704421039686,0.121523749802164
"gene_1471",0.0820400029503742,0.115782552680255
"gene_1472",0.137703464388776,0.193786984301363
"gene_1473",0.0546588130841059,0.0773055517806246
"gene_1474",0.0636220022096017,0.0900634563207876
"gene_1475",0.0626085735647142,0.088449709566408
"gene_1476",0.0998873127817672,0.140819257923072
"gene_1477",0.071374362933217,0.100695679949335
"gene_1478",0.0635830093552805,0.0899234148142332
"gene_1479",0.277897365835917,0.399488480546703
"gene_1480",0.0922243383872866,0.13015328989109
"gene_1481",0.111320516417926,0.157213428788754
"gene_1482",0.204525158722956,0.289383907201015
"gene_1483",0.0855201437394696,0.120162737448267
"gene_1484",0.0903562348247945,0.128120468272268
"gene_1485",0.124982247953818,0.175953468324246
"gene_1486",0.119276230920614,0.168665398671611
"gene_1487",0.287555537012377,0.408933407558776
"gene_1488",0.0573056857655508,0.0810280134592822
"gene_1489",0.107956299512706,0.150943838179401
"gene_1490",0.0612451987948245,0.0865281498336278
"gene_1491",0.0730068823706213,0.104629320931733
"gene_1492",0.0822431695519202,0.116418819740732
"gene_1493",0.0583841314159174,0.0824420317808538
"gene_1494",0.123563132700271,0.174570732993427
"gene_1495",0.0895340828797116,0.12594799878951
"gene_1496",0.0613192940860127,0.0867161178785446
"gene_1497",0.0668365460511391,0.0943934467937218
"gene_1498",0.0891669231948984,0.123647235233304
"gene_1499",0.128070731842622,0.185240758159331
"gene_1500",0.0659458643537323,0.0932429303292823
"gene_1501",0.0719611995703677,0.100910700696792
"gene_1502",0.0620549516221466,0.0877791918815393
"gene_1503",0.0687654323068294,0.0971184644173326
"gene_1504",0.0728347157747629,0.10270753559507
"gene_1505",0.120852419106927,0.170252471699786
"gene_1506",0.0773884294314196,0.115233507799182
"gene_1507",0.0625370887970011,0.0884979591960192
"gene_1508",0.0687102327649212,0.0968062946064011
"gene_1509",0.118175792726461,0.165399374710288
"gene_1510",0.0553110667491815,0.0782223716783728
"gene_1511",0.0588868003843514,0.0831099972646528
"gene_1512",0.0767659063638707,0.108240664317346
"gene_1513",0.24138593984754,0.344932293387729
"gene_1514",0.177550886001907,0.250936476395167
"gene_1515",0.0776596936747726,0.109657214558736
"gene_1516",0.057119403890133,0.0807471830196738
"gene_1517",0.117230512526433,0.165372211746467
"gene_1518",0.175534197082277,0.243093643174232
"gene_1519",0.0770173059693276,0.109127300197657
"gene_1520",0.066149827651619,0.0933510040394611
"gene_1521",0.169716440950455,0.24130717721501
"gene_1522",0.238502308995952,0.333063137262059
"gene_1523",0.105031105188561,0.14845871513768
"gene_1524",0.104187856966621,0.146692038115425
"gene_1525",0.0556162704692223,0.0786007063448417
"gene_1526",0.0952017846279641,0.134753851459188
"gene_1527",0.0689921976612603,0.0979598706865153
"gene_1528",0.0648899944713906,0.0917575484613087
"gene_1529",0.325155781682233,0.465160731794928
"gene_1530",0.116287652370248,0.164607982225221
"gene_1531",0.0958265333966741,0.135411544752296
"gene_1532",0.0639287051333168,0.0904760984230221
"gene_1533",0.0951103228404369,0.134127891587734
"gene_1534",0.0805758741771639,0.11438399128086
"gene_1535",0.11190501169774,0.158841715222053
"gene_1536",0.0682255516208112,0.0965582448401979
"gene_1537",0.0594795892882661,0.0839418218032588
"gene_1538",0.0791956903770206,0.111470290133132
"gene_1539",0.0749660451019021,0.105879692264274
"gene_1540",0.0587851512337098,0.0828509914137879
"gene_1541",0.0724404936177479,0.103250368334333
"gene_1542",0.0866685570074336,0.12118084533995
"gene_1543",0.0686131017784854,0.0969353161592438
"gene_1544",0.0632310296555162,0.0894542821772301
"gene_1545",0.112657974952303,0.159105596734512
"gene_1546",0.121337686563907,0.170909334800615
"gene_1547",0.0995796806419246,0.14015632657626
"gene_1548",0.132484337653449,0.188227804714688
"gene_1549",0.0887386413079798,0.125387450728143
"gene_1550",0.0895352246720674,0.127110480339982
"gene_1551",0.10524912449312,0.149098648999134
"gene_1552",0.196171445946707,0.276685823532338
"gene_1553",0.290741888026259,0.409963501871099
"gene_1554",0.0588776233620515,0.0832438172945078
"gene_1555",0.0624857576411048,0.0884318834753043
"gene_1556",0.0674400897017305,0.0951710868857843
"gene_1557",0.0971514146127178,0.137947728073517
"gene_1558",0.174246741321673,0.252695015774151
"gene_1559",0.0912769326152538,0.131736912586535
"gene_1560",0.0614775251167442,0.0869188337403454
"gene_1561",0.106927716010561,0.151047149654934
"gene_1562",0.064476693609834,0.0911546171449176
"gene_1563",0.0614519673739253,0.0868082010496909
"gene_1564",0.059515165391894,0.0840870225773442
"gene_1565",0.0609232815723622,0.0858705372184684
"gene_1566",0.0831147329837017,0.117121297585723
"gene_1567",0.0649574214706701,0.091675041514073
"gene_1568",0.0676659827538543,0.0956474422291783
"gene_1569",0.0742061460538296,0.104905924484812
"gene_1570",0.0915752647380901,0.130940386324903
"gene_1571",0.154985997266888,0.220361132488654
"gene_1572",0.064502391208267,0.0910897207915045
"gene_1573",0.0521662782110936,0.0737220011850868
"gene_1574",0.0759867699470038,0.10705499458131
"gene_1575",0.0643667881708703,0.0910165573373596
"gene_1576",0.0677556093423285,0.0958046944140601
"gene_1577",0.0840747280075652,0.11876972692779
"gene_1578",0.131193986599368,0.18591845085325
"gene_1579",0.211645358514333,0.303353423922915
"gene_1580",0.0637997206161675,0.0902230031135369
"gene_1581",0.0729839964982577,0.102225911859319
"gene_1582",0.0726659707697696,0.102705389538214
"gene_1583",0.239210654190416,0.331745619118578
"gene_1584",0.178217047659975,0.251440900629542
"gene_1585",0.195323548125465,0.273175166723446
"gene_1586",0.0791381990917636,0.111966946913986
"gene_1587",0.0648660622057365,0.0917361601058913
"gene_1588",0.116540693452489,0.16578000180926
"gene_1589",0.305527999587312,0.431676510180002
"gene_1590",0.0642123880554323,0.0907974965299601
"gene_1591",0.257375291636686,0.365627784272335
"gene_1592",0.0651797228180837,0.0922017161929872
"gene_1593",0.0727401513306757,0.103225849692365
"gene_1594",0.108112821734299,0.151924447839522
"gene_1595",0.141851967403568,0.199884752186749
"gene_1596",0.0610061389343473,0.0862629508646856
"gene_1597",0.164974807496535,0.231925868973375
"gene_1598",0.0713083287888506,0.0995251892301069
"gene_1599",0.0734099824471296,0.103379650826739
"gene_1600",0.165362574342877,0.236379940699673
"gene_1601",0.0554192569624479,0.078044363211615
"gene_1602",0.0643412588571382,0.0909639964686765
"gene_1603",0.0659370918869342,0.0932331814482481
"gene_1604",0.0710766767349564,0.100541016430411
"gene_1605",0.0986572855680209,0.139466126796336
"gene_1606",0.0728368163102301,0.102982664696065
"gene_1607",0.156644705540681,0.22311580890951
"gene_1608",0.129205961310545,0.182082499034155
"gene_1609",0.077972481537562,0.109799957709855
"gene_1610",0.280268184865866,0.382663101057263
"gene_1611",0.0815157607848726,0.115216164969277
"gene_1612",0.0654590526972979,0.0924567833475762
"gene_1613",0.175023681403405,0.255125127256391
"gene_1614",0.264371767797071,0.372219227684314
"gene_1615",0.060056464141298,0.0847930982113165
"gene_1616",0.0636134729559707,0.0899391462533666
"gene_1617",0.129850363561355,0.182496838641004
"gene_1618",0.0627671399877827,0.0887440861802508
"gene_1619",0.0598513042121107,0.0845591002167728
"gene_1620",0.214035807920648,0.303544628121737
"gene_1621",0.0573684729552852,0.0811227138050243
"gene_1622",0.15582614929233,0.220237820652149
"gene_1623",0.219408031794772,0.310221520988958
"gene_1624",0.09095815153139,0.129359003495973
"gene_1625",0.129838744456097,0.17845473439289
"gene_1626",0.17655024451459,0.247774711116446
"gene_1627",0.101090175974189,0.142113053805234
"gene_1628",0.108135393363395,0.15379286952949
"gene_1629",0.0636976490332782,0.0899598756881636
"gene_1630",0.0828910849863036,0.117068474669657
"gene_1631",0.074757214019668,0.106046475474734
"gene_1632",0.178854835257811,0.2528684242476
"gene_1633",0.14487712251101,0.208764522893777
"gene_1634",0.0639765984673082,0.0898618504274068
"gene_1635",0.0667988198280848,0.0944224420876572
"gene_1636",0.0737054245604474,0.103938923055125
"gene_1637",0.123489450259683,0.174072383533865
"gene_1638",0.0933537539780211,0.131357379037523
"gene_1639",0.0728198771574846,0.102971760296228
"gene_1640",0.0990835477333578,0.139368495050861
"gene_1641",0.149988586786569,0.21289752273473
"gene_1642",0.134590465624129,0.186395705502113
"gene_1643",0.13706025747698,0.192713726848484
"gene_1644",0.0906629100050399,0.128071747025166
"gene_1645",0.0590091376503851,0.0834425850492899
"gene_1646",0.145900142194335,0.205856832369631
"gene_1647",0.0709314926836427,0.100191177000289
"gene_1648",0.128687401208051,0.181501531099834
"gene_1649",0.118583095023903,0.169756532889236
"gene_1650",0.193230453094603,0.274044228872105
"gene_1651",0.175593750791842,0.248317944446695
"gene_1652",0.0698146523149518,0.0989855702755977
"gene_1653",0.0636525344985806,0.0899498192856797
"gene_1654",0.0809211039397698,0.114219032243057
"gene_1655",0.0936673398254518,0.134020588198572
"gene_1656",0.0554308318809717,0.0784081876101483
"gene_1657",0.150496228734778,0.211473339105194
"gene_1658",0.0710731552156383,0.100531508256366
"gene_1659",0.0715167975362772,0.100878522147165
"gene_1660",0.0539314211136703,0.0763103838922109
"gene_1661",0.0911572982420449,0.128645188676219
"gene_1662",0.177847401389129,0.251707402440627
"gene_1663",0.136880070605873,0.195574822703025
"gene_1664",0.177692341587304,0.251282084887762
"gene_1665",0.0774820322133732,0.108439769867582
"gene_1666",0.0730030545820694,0.103130488991053
"gene_1667",0.0477371843674329,0.0674872641840454
"gene_1668",0.0618229617569754,0.0874743944857587
"gene_1669",0.331171117484567,0.4602035073005
"gene_1670",0.109575361982783,0.15541887832104
"gene_1671",0.0558336298288077,0.0789531043600793
"gene_1672",0.0590584576879983,0.0835345912014888
"gene_1673",0.0611792663841691,0.0865045671711391
"gene_1674",0.0616531266944752,0.0869493531290928
"gene_1675",0.0798469025960309,0.112476615634984
"gene_1676",0.0754343670393769,0.106728946080472
"gene_1677",0.0653258332112463,0.092695453479241
"gene_1678",0.181801575382122,0.258508581382304
"gene_1679",0.172804301717475,0.242934771159466
"gene_1680",0.0631973670448867,0.0893142090437375
"gene_1681",0.30033974902139,0.425871326522137
"gene_1682",0.0781794005042037,0.110238581536226
"gene_1683",0.0726329965698401,0.102887203546775
"gene_1684",0.0565141460883511,0.080020929733642
"gene_1685",0.0797189796492418,0.111715626530436
"gene_1686",0.240851668687555,0.344530661004931
"gene_1687",0.101281225191332,0.141792877894284
"gene_1688",0.0641947218513046,0.0907453811698587
"gene_1689",0.0615980798123089,0.0874688168770046
"gene_1690",0.0633616733449558,0.0896891685824385
"gene_1691",0.073584834029536,0.103656933460891
"gene_1692",0.0577679865954198,0.0816910213343282
"gene_1693",0.0673570768596537,0.0952994479234302
"gene_1694",0.0710886643638361,0.100845368705307
"gene_1695",0.112601462019942,0.158517818128071
"gene_1696",0.0648344223421745,0.091681742603318
"gene_1697",0.231848583678619,0.324411883681297
"gene_1698",0.0552201764891509,0.0779834159759299
"gene_1699",0.0664621917657482,0.0940790997834114
"gene_1700",0.0786298224375151,0.11085387468163
"gene_1701",0.0710329507825836,0.100385058236542
"gene_1702",0.114981995718906,0.161630319540776
"gene_1703",0.0634597713672891,0.0896482105420115
"gene_1704",0.131395518234983,0.185430718617474
"gene_1705",0.3094061767099,0.440447961198622
"gene_1706",0.188911573888406,0.264447268643665
"gene_1707",0.0972105336624118,0.136991067830665
"gene_1708",0.0602113338161102,0.0854201793615327
"gene_1709",0.114528506865825,0.156805342054461
"gene_1710",0.169424032007948,0.246147349865856
"gene_1711",0.110813068851896,0.155798655632252
"gene_1712",0.271314765670517,0.376292177834104
"gene_1713",0.0767753883258255,0.108595036721201
"gene_1714",0.0668392727878784,0.0945677863374409
"gene_1715",0.0714652634075342,0.100580287332636
"gene_1716",0.0817184395099558,0.118244021423303
"gene_1717",0.0616760037978252,0.087349271299812
"gene_1718",0.060063708989398,0.0849663674747802
"gene_1719",0.0616458675504745,0.0871095142630324
"gene_1720",0.0586845446842873,0.0829694432721984
"gene_1721",0.106963474840526,0.150987969057257
"gene_1722",0.175786323761997,0.241334834555156
"gene_1723",0.143145182352201,0.201927319894664
"gene_1724",0.299511189116231,0.447210032829754
"gene_1725",0.160702036943509,0.227611608460584
"gene_1726",0.0663062115187101,0.0930609459488536
"gene_1727",0.0695175842212029,0.0983484257487957
"gene_1728",0.269211966887914,0.382540935189993
"gene_1729",0.113150105045224,0.160560349448129
"gene_1730",0.0648636662067252,0.0918469529056673
"gene_1731",0.056276339943312,0.0795617569330466
"gene_1732",0.0631441528184826,0.089268380902058
"gene_1733",0.0920981347921521,0.129513060547258
"gene_1734",0.0579876454582888,0.081997325166454
"gene_1735",0.266835727083652,0.376107459905857
"gene_1736",0.0594673502914269,0.0840671160220706
"gene_1737",0.0678924701840024,0.0959565213248615
"gene_1738",0.0861693440260343,0.121206452758763
"gene_1739",0.061264322198202,0.0866703833003216
"gene_1740",0.077562988320976,0.109306709144666
"gene_1741",0.0614456491293227,0.0871336823719604
"gene_1742",0.0584472120624836,0.0825916831797154
"gene_1743",0.290288731757271,0.409808954400083
"gene_1744",0.124611633829533,0.175700871258616
"gene_1745",0.0736804683704233,0.103751193388304
"gene_1746",0.0556263460445861,0.0785575847541654
"gene_1747",0.11329706686788,0.159035278629127
"gene_1748",0.121066795278533,0.172239743110148
"gene_1749",0.0793636002250375,0.112597227439848
"gene_1750",0.0628633193472563,0.0889575217657682
"gene_1751",0.0533635165569683,0.0754257788359832
"gene_1752",0.0630105939750457,0.0882195828113996
"gene_1753",0.0615566919594756,0.0869989299143639
"gene_1754",0.0704179472532096,0.100126763541259
"gene_1755",0.104783015900257,0.149658323794703
"gene_1756",0.105067309849965,0.15045596570972
"gene_1757",0.162036836011784,0.231113552785716
"gene_1758",0.0629384758630899,0.0889780115985158
"gene_1759",0.120746096172317,0.170446954934005
"gene_1760",0.0518010806521949,0.0731555619204197
"gene_1761",0.0579076686895253,0.0817887372685208
"gene_1762",0.0599831022954574,0.0848279440741646
"gene_1763",0.0661618757819374,0.0936524301112403
"gene_1764",0.079412046151644,0.111681475268877
"gene_1765",0.0977669234139528,0.138774930526608
"gene_1766",0.0750765749815414,0.105952452213152
"gene_1767",0.0568571776205645,0.0803788099697395
"gene_1768",0.0661633479352462,0.0939522163518212
"gene_1769",0.089150345885869,0.126031756373735
"gene_1770",0.28821289885963,0.39777946875067
"gene_1771",0.0874002356516793,0.122568708901972
"gene_1772",0.0753120907101366,0.106429474650811
"gene_1773",0.0676355104710198,0.0957753465617198
"gene_1774",0.0778543816929819,0.110210505748216
"gene_1775",0.0704463807342919,0.0994771061342753
"gene_1776",0.0556303939006802,0.0786153395756063
"gene_1777",0.0651695381965357,0.0918539256251616
"gene_1778",0.0695111206538448,0.0983274051170869
"gene_1779",0.0619612210868065,0.0875298644120205
"gene_1780",0.344778039884074,0.491136572516797
"gene_1781",0.0596208870184616,0.0843948778804936
"gene_1782",0.0546828307816927,0.077278033065203
"gene_1783",0.0651103610653402,0.0920668678435979
"gene_1784",0.0799850361082248,0.112769095704909
"gene_1785",0.057163537526006,0.0807457439442285
"gene_1786",0.271893323112988,0.376471240372135
"gene_1787",0.0778954724769698,0.110149477760088
"gene_1788",0.251250055525341,0.3611310111443
"gene_1789",0.0588075935380714,0.0837533568902536
"gene_1790",0.0696381405358517,0.0984684730928091
